,coordinates,created_at,hashtags,media,urls,favorite_count,id,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,retweet_count,reweet_id,retweet_screen_name,source,text,tweet_url,user_screen_name,user_description,user_followers_count,user_friends_count,user_location,user_screen_name.1,user_statuses_count,user_verified
29620,,Thu Apr 23 00:45:45 +0000 2020,,,,0,1253122857267159040,,,,en,5500,1.2531092784680796e+18,joshtpm,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",rt @joshtpm: and there it is: mcconnell announces he wants to use the covid19 crisis to force blue states and municipalities into bankruptc,https://twitter.com/JamesKi53234032/status/1253122857267159040,JamesKi53234032,🤑,6,91,kelowna British Columbia,JamesKi53234032,182,False
25455,,Thu Apr 23 00:44:03 +0000 2020,,,,0,1253122429586509824,,,,en,1403,1.2530531098881188e+18,everywhereist,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rt @everywhereist: ""are you offering the people of las vegas as a control group?"" ""don't put words in my mouth. i'm saying i tried to off",https://twitter.com/__M1NG/status/1253122429586509824,__M1NG,UCD Alumna 🕊 • 🇸🇻🇵🇭,799,259,richmond ca,__M1NG,35443,False
1772,,Thu Apr 23 00:00:43 +0000 2020,,,,0,1253111524878684160,,,,en,314,1.2530062841206129e+18,PeterStefanovi2,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rt @peterstefanovi2: in a virtual press briefing, eu commission spokesperson stefan de keersmaecker explained the uk government was a signa",https://twitter.com/pandeeep/status/1253111524878684160,pandeeep,Molecular Biology and Genetics Graduate,521,642,london,pandeeep,35685,False
24476,,Thu Apr 23 00:43:38 +0000 2020,,,,0,1253122325203030016,,,,en,70,1.253097012272259e+18,AJEnglish,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",rt @ajenglish: the economic dislocations caused by lockdowns imposed to contain the pandemic have drastically  and temporarily  reduced t,https://twitter.com/alpha1malegroom/status/1253122325203030016,alpha1malegroom,#Male#treatmnt#Grooming#Health#Beauty#refreshing#Massage#deep#tissue#Microderm #Facials treats #Sugaring#Laser #treatments#epilation#Aromatherapy#Cavitation#sw5,901,1433,Sw5 earls court london,alpha1malegroom,185397,False
26181,,Thu Apr 23 00:44:21 +0000 2020,Lebanon refugee COVID19,,,0,1253122504635428865,,,,en,30,1.2529314552416338e+18,Nadia_Hardman,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rt @nadia_hardman: as #lebanon announces its 1st #refugee case of #covid19, read @aya_majzoub &amp; my's opinion on how refugee policies must b",https://twitter.com/AMalegrooming/status/1253122504635428865,AMalegrooming,#Skin care#Aromatherapy#Aroma-steam#Micro#Nd Yag Laser#RF #Cavitation#Traditional Sugaring #Epilation#Sports Massage#Skin Peels,754,1231,london- earls court sw5,AMalegrooming,146535,False
28384,,Thu Apr 23 00:45:14 +0000 2020,,,,0,1253122728057544704,,,,en,91,1.2385174077501972e+18,PatrickHilsman,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",rt @patrickhilsman: the coronavirus outbreak is a good time to reflect on antiscience falsehoods promoted by people who deny atrocities in,https://twitter.com/alpha1malegroom/status/1253122728057544704,alpha1malegroom,#Male#treatmnt#Grooming#Health#Beauty#refreshing#Massage#deep#tissue#Microderm #Facials treats #Sugaring#Laser #treatments#epilation#Aromatherapy#Cavitation#sw5,901,1433,Sw5 earls court london,alpha1malegroom,185397,False
28853,,Thu Apr 23 00:45:25 +0000 2020,Greece,,,0,1253122774022918145,,,,en,21,1.2528299433790587e+18,belkiswille,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rt @belkiswille: for older ppl or ppl w/ disabilities who queue for food, healthcare or sanitation on #greece's aegean islands, promises of",https://twitter.com/AMalegrooming/status/1253122774022918145,AMalegrooming,#Skin care#Aromatherapy#Aroma-steam#Micro#Nd Yag Laser#RF #Cavitation#Traditional Sugaring #Epilation#Sports Massage#Skin Peels,754,1231,london- earls court sw5,AMalegrooming,146535,False
22528,,Thu Apr 23 00:42:50 +0000 2020,,,,0,1253122124019109888,,,,en,6336,1.252605048103805e+18,54photography_,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rt @54photography_: hi all,i'd really appreciate it if you would share or donate to this gofundme, my beloved mother, friend and queen, e",https://twitter.com/aliyahmay/status/1253122124019109888,aliyahmay,she/her | taurus sun | scorpio moon | views are my own,186,530,"toronto, on",aliyahmay,6036,False
29683,,Thu Apr 23 00:45:46 +0000 2020,,,,0,1253122861574901761,,,,en,318,1.2531044107476992e+18,MikeHudema,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","rt @mikehudema: as we stay at home to protect each other, nature is reemerging in cities all of the world. we're all on this planet togeth",https://twitter.com/redwingjohnny/status/1253122861574901761,redwingjohnny,Just a city boy....... Born and raised in South Detroit.  life long Detroit Red Wing fan.  Je suis la résistance    #TheResistance   #FBR  #BLM,4077,3903,"windsor, ontario",redwingjohnny,37541,False
2773,,Thu Apr 23 00:01:06 +0000 2020,,,,0,1253111621632827392,,,,es,274,1.2531054829962895e+18,ccarballo50,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rt @ccarballo50: covid en nios, estudio en nejm, conclusiones (hilo):1) una revisin reciente de 72,314 casos realizada por el centro chi",https://twitter.com/GCanParanormal/status/1253111621632827392,GCanParanormal,Fundador de #GranCanariaParanormal.Delegado de Canarias de TCI Sociedad Nacional Parapsicología. ¡Escúchanos en ivoox y venos en Youtube! 🇪🇦,1852,1389,Las Palmas de Gran Canaria,GCanParanormal,21744,False
4902,,Thu Apr 23 00:01:59 +0000 2020,,,,0,1253111843616370690,,,,pt,5285,1.253107323570094e+18,RaquelStasiaki,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rt @raquelstasiaki: a rede globo acaba de declarar guerra ao atual ministro da sade nelson teich, no aceitam de forma alguma a flexibiliz",https://twitter.com/Josbrsousa/status/1253111843616370690,Josbrsousa,"Conservador, Patriota, Cristão. Brasil acima de tudo, Deus acima de todos. In Parler.",736,1122,"Palmas, Brasil",Josbrsousa,113585,False
14200,,Thu Apr 23 00:22:46 +0000 2020,,,,0,1253117073548611590,,,,es,12,1.2530730193601577e+18,SectorBancario,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",rt @sectorbancario: mascarillas contra el coronavirus: cmo usarlas con seguridad y trucos que no necesitas probar (porque no funcionan) ht,https://twitter.com/arimianime/status/1253117073548611590,arimianime,"guerrero luna dame el poder!!!
🇮🇨",23,74,"Las Palmas, Islas Canarias ",arimianime,2422,False
14353,,Thu Apr 23 00:22:46 +0000 2020,,,,0,1253117074311872513,,,,es,30,1.2529738972654346e+18,0Acaymo2,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",rt @0acaymo2: @psoe @carolinadarias como valoris la gestin del gobierno frente al covid19? retuits y que llegue a mucha gente.,https://twitter.com/Leinad700/status/1253117074311872513,Leinad700,,576,750,Palma de Mallorca,Leinad700,8776,False
23538,,Thu Apr 23 00:43:16 +0000 2020,globolixo,,,0,1253122232362172416,,,,pt,3,1.2531154318351073e+18,rosana_massari,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",rt @rosana_massari: #globolixo  @globonews  @redeglobo @jornaloglobo esqueceram de manter o script? que falha hein... @jornalhoje,https://twitter.com/Josbrsousa/status/1253122232362172416,Josbrsousa,"Conservador, Patriota, Cristão. Brasil acima de tudo, Deus acima de todos. In Parler.",736,1122,"Palmas, Brasil",Josbrsousa,113585,False
24386,,Thu Apr 23 00:43:37 +0000 2020,,,,0,1253122320555745286,,,,en,303,1.2531121914374717e+18,robbystarbuck,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",rt @robbystarbuck: heres what planned parenthood is up to during the coronavirus shutdown. your tax $$$ at work folks.  https://t.co/,https://twitter.com/Josbrsousa/status/1253122320555745286,Josbrsousa,"Conservador, Patriota, Cristão. Brasil acima de tudo, Deus acima de todos. In Parler.",736,1122,"Palmas, Brasil",Josbrsousa,113585,False
32949,,Thu Apr 23 00:47:05 +0000 2020,,,,0,1253123193629487106,,,,es,15,1.2530032619987026e+18,Maximustw,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rt @maximustw: muertes en el mundo por covid19 a fecha 22/4/2020europa tiene las peores cifras, no te dejes influenciar por graficas y p",https://twitter.com/Enrique_f_s/status/1253123193629487106,Enrique_f_s,Aficionado al pensamiento crítico. Harto de ver cómo se pierde la generación que tendría que regenerar España.,1410,1376,Madrid - Las Palmas,Enrique_f_s,33906,False
