,coordinates,created_at,hashtags,media,urls,favorite_count,id,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,retweet_count,reweet_id,retweet_screen_name,source,text,tweet_url,user_screen_name,user_description,user_followers_count,user_friends_count,user_location,user_screen_name.1,user_statuses_count,user_verified
10713,,Thu Apr 23 00:21:20 +0000 2020,,,,0,1253116713148825600,,,,en,128,1.2531065308887e+18,ABC,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rt @abc: u.s. surgeon general jerome adams says its important to know that if youre going to wear a mask, its not a substitute for soci",https://twitter.com/milkcrate57/status/1253116713148825600,milkcrate57,"chef, teacher, fermenter, pickler, always learning, casual foodie",355,2610,athens ga,milkcrate57,30201,False
27015,,Thu Apr 23 00:44:42 +0000 2020,,,,0,1253122594099912704,,,,en,3843,1.25311858676523e+18,tedlieu,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",rt @tedlieu: any business in georgia now exposes itself to being sued if an employee can show causation &amp; gets very ill or dies from #covid,https://twitter.com/milkcrate57/status/1253122594099912704,milkcrate57,"chef, teacher, fermenter, pickler, always learning, casual foodie",355,2610,athens ga,milkcrate57,30201,False
11055,,Thu Apr 23 00:21:27 +0000 2020,,,,0,1253116742622236673,,,,en,344,1.2530603698300846e+18,TheLastRefuge2,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rt @thelastrefuge2: here we go comrades....  cctv surveillance monitors with targeted loudspeaker alarms soon to declare:""proximity alert",https://twitter.com/Knuckle76134781/status/1253116742622236673,Knuckle76134781,"less government = more fun

#WWG1WGA

intolerance for stupidity 

American Bulldog",518,838,cereal city ,Knuckle76134781,48653,False
30458,,Thu Apr 23 00:46:03 +0000 2020,,,,0,1253122933276332032,,,,en,2579,1.2346487187140362e+18,BilldeBlasio,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","rt @billdeblasio: since im encouraging new yorkers to go on with your lives + get out on the town despite coronavirus, i thought i would o",https://twitter.com/johnnyrwhitsett/status/1253122933276332032,johnnyrwhitsett,"global recruiter,#MAGA",14459,10881,circle of champion at pruvit,johnnyrwhitsett,33294,False
29620,,Thu Apr 23 00:45:45 +0000 2020,,,,0,1253122857267159040,,,,en,5500,1.2531092784680796e+18,joshtpm,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",rt @joshtpm: and there it is: mcconnell announces he wants to use the covid19 crisis to force blue states and municipalities into bankruptc,https://twitter.com/JamesKi53234032/status/1253122857267159040,JamesKi53234032,🤑,6,91,kelowna British Columbia,JamesKi53234032,182,False
25455,,Thu Apr 23 00:44:03 +0000 2020,,,,0,1253122429586509824,,,,en,1403,1.2530531098881188e+18,everywhereist,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rt @everywhereist: ""are you offering the people of las vegas as a control group?"" ""don't put words in my mouth. i'm saying i tried to off",https://twitter.com/__M1NG/status/1253122429586509824,__M1NG,UCD Alumna 🕊 • 🇸🇻🇵🇭,799,259,richmond ca,__M1NG,35443,False
20883,,Thu Apr 23 00:25:26 +0000 2020,,,,0,1253117744104509440,,,,en,240,1.25304056501026e+18,OgbeniDipo,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rt @ogbenidipo: if lagos state government didnt step up and tackle this coronavirus as they have done so far, more people would have died",https://twitter.com/JosephEkesco/status/1253117744104509440,JosephEkesco,I'M NOT YET A GREAT INFLUENCER WIT GREAT FOLLOWERS BUT DIS HANDLE N' MY WHATSAPP TV https://t.co/T6oRPGLvvI WE'RE READY BIZ PLS WE SELL N DO PROMOTIO,835,4217,WARRI delta state ,JosephEkesco,26309,False
25250,,Thu Apr 23 00:43:58 +0000 2020,,,,0,1253122408132816896,,,,en,52510,1.2517928572847514e+18,K84UnitedLeft,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rt @mcginniscait: this video is graphic, but please spread it. this needs to be a national headline.",https://twitter.com/DesiJaay/status/1253122408132816896,DesiJaay,bless up,2675,2102,houston mf texas ho,DesiJaay,94608,False
29020,,Thu Apr 23 00:45:29 +0000 2020,,,,0,1253122790850547713,,,,en,118287,1.2527803917501235e+18,SwissMissabeth,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rt @swissmissabeth: these guys lived at work for a month to keep you safe, but you dont want to give up haircuts and golf. jfc.",https://twitter.com/ireneebyju/status/1253122790850547713,ireneebyju,living my best & worst life | she/her | ♍︎,124,163,houston tx,ireneebyju,15845,False
556,,Thu Apr 23 00:00:12 +0000 2020,,,,0,1253111394641346561,,,,en,2452,1.2529593287907738e+18,fred_guttenberg,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rt @fred_guttenberg: ok, forgetting the obvious, which is that you don't ""shoot down"" boats but is he trying to start a conflict to distrac",https://twitter.com/MELvsNASTY/status/1253111394641346561,MELvsNASTY,"I believe in equality for all & have great respect for those who stand up for what is right. People,animals & the planet must be protected. 🌍🐄🕊",3949,5002,kent uk ,MELvsNASTY,15735,False
